@id,@lon,@lat,name,cuisine,website,wheelchair,opening_hours,addr:city,internet_access,phone,email,outdoor_seating,smoking,payment:visa_electron,payment:coins,payment:mastercard,addr:street
2333163643,21.2993843,41.9502955,Кањон Матка,regional,,,,,,,,,,,,,
2334423406,21.2961533,41.9610975,Манастирска пештера,regional,,,,,,,,,,,,,
2357239839,20.9594822,41.5118075,Gallery,italian;pizza;regional,,,,,,,,,,,,,
2360748743,22.5011779,41.146047,ТДЦ-3,,,,,,,,,,,,,,
2377937978,20.8123651,41.1084477,Restoran Gros,,,,,,,,,,,,,,
2377938382,20.8148703,41.1028959,Ресторан Билјанини Извори,,,,,,,,,,,,,,
2387561655,20.9508952,41.5115542,Atva,regional,,,,,,,,,,,,,
2406002719,22.6452777,41.4378354,Вкус,regional,,,,Струмица,,,,,,,,,Гоце Делчев
2411306190,22.4963093,41.1622759,Јавор Агапи,,,,,,,,,,,,,,
2411329687,21.4117168,42.0131608,Фиш,fish,,,,,,,,,,,,,
2465901189,22.6328921,41.4352537,Loven Dom,regional,,,,,,,,,,,,,Neretva
2477123089,21.862568,42.1574944,Етно Село,regional,,,,,,,,,,,,,
2477129912,21.8645555,42.1324603,Fratelis,fish,,,,,,,,,,,,,
2535205987,22.0130335,41.4327641,Buki,,,,,,,,,,,,,,
2557554508,22.9422359,41.7297622,Идила,,,,,,,,,,,,,,
2574272022,22.3059103,42.1902652,Борче,regional,,,,Крива Паланка,,,,,,,,,Konopnica
2574272026,22.3089155,42.192289,Облаче,regional,,,,Kriva Palanka,,,,,,,,,
2578029326,22.3466279,42.2123127,македонија,regional,,,,Крива Паланка,,,,,,,,,Marshal Tito
2580192144,21.4727082,41.9650429,Градина,,,,,,,,,,,,,,
2759066732,20.8011769,41.1123103,Белведере,regional,,,,,,,,,outside,,,,
2818872887,21.4145137,42.0051241,Сокаче,,,,08:00 - 00:00,Cкoпje,,,,,,,,,Драган Ѓаконовски Шпато
2835853871,20.958638,41.986155,Emka,regional,,,,Тетово,,,,,yes,,,,Илинденска
2883877896,21.4522729,41.9914536,Every Day,,,,,,,,,,,,,,
2891531722,22.5889401,42.0244107,Шизик,,,,,,,,,,,,,,
2891533000,22.587663,42.0179585,Osmica,regional,,,,,,,,,,,,,
2891537201,22.5914449,42.0170338,Kaj Govedoto Restaurant,balkan;regional,,,,,,,,yes,isolated,,,,
2905985671,22.5886582,42.0178835,Shizik Restaurant,regional;pizza;kebab;chicken,,,,,,,,yes,outside,,,,
2905985814,22.5899229,42.0195336,Koko Restaurant,kebab;regional;barbecue,,,,,,,,yes,outside,,,,
2984088703,20.8016787,41.0678423,Prestol,,http://www.hotelprestol.com,,07:00-21:00,,wlan,+389 46277858,,,,,,,
2992064333,20.8009009,41.0666434,Granit,,http://www.hotelgranit.com.mk,,,,wlan,+389 46207100,reservation@hotelgranit.com.mk,,,,,,
3005348016,20.8002909,41.116341,Meydan,,,,,,,,,,,,,,
3020876346,21.3236858,42.0597023,Старо Буре,,,,,,,,,,,,,,
3085981445,20.8031982,41.0459402,Dva Bisera,Spécialités_Locales,,,,,,,,,,,,,
3100113750,20.8026136,41.1140172,Фopтунa,regional,,,Mo-Su 07:00-24:00,Охрид,,,,,outside,,,,Димитар Влахов
3101726040,21.4366005,42.0000179,Пивница АН,regional,http://pivnicaan.mk/,,Mo-Sa 09:00-24:00; Su 12:00-24:00,Cкoпje,wlan,+389 02 321 2111,pivnicaan@yahoo.com,yes,separated,,yes,yes,Градиште
3162746561,22.460188,41.639759,Target,italian,,no,,Radovis,,,,yes,no,,,,Ана Поцкова
3162749461,22.460412,41.640957,Jocker pizza,italian,,no,,Radovis,wlan,,,yes,no,,,,Кеј 8ми Септември
3162751061,22.461378,41.640184,Getsbi pizza,italian,,no,,Radovis,,,,yes,no,,,,Кеј 8ми Септември
3162755761,22.465724,41.634656,Vrteska,barbecue,,no,,Radovis,no,,,no,no,,,,Самуилова
3162763261,22.464019,41.63414,Gone,barbecue,,yes,,,no,,,no,no,,,,
3162772765,22.46449,41.633496,Sopka,barbecue,,,,,no,,,yes,no,,,,
3162778861,22.462943,41.636566,Karagjoz,barbecue,,limited,,,,,,yes,no,,,,
3162791061,22.44631,41.629596,Magmar,barbecue,,,,,,,,no,no,,,,
3162794862,22.461327,41.639065,Beverli hils,barbecue,,,,,,,,no,no,,,,
3162794863,22.462186,41.639133,Shona,barbecue,,,,,no,,,yes,no,,,,
3162794961,22.456789,41.633895,Santa Maria pizza,italian,,,,,,,,,,,,,
3162795861,22.463272,41.637611,Makedonsko Sonce,regional,,,,,no,,,no,no,,,,
3162796461,22.462199,41.63925,Lastik,barbecue,,,,,,,,no,no,,,,
3187744351,22.465528,41.637782,Lipa,barbecue,,,,,no,,,yes,no,,,,
3187745933,22.46306,41.638767,Maslac,barbecue,,,,,no,,,yes,no,,,,
3341289789,21.4297981,41.9925716,Damaskino,,,,,Скопје,,,,,,,,,Македонија
3428427693,20.800047,41.11542,Pizzeria Americano,italian,,,,,wlan,,,yes,outside,,,,
3484100384,21.4231542,41.9917018,Dal Fufo - Galija,,,,,Скопје,,,,,,,,,
3505013893,21.4319604,41.9947506,Destan,kebab,,yes,08:00-23:00,Скопје,,,,yes,separated,,,,11 Октомври
3505013993,21.4317257,41.9950911,Ла Тераца,italian,,yes,08:00-24:00  Fr-Sa 08:00-01:00,Скопје,,+389 2 3113380,,yes,separated,,,,11 Октомври
3506695093,21.3910004,42.0045421,Brooklyn Lounge Bar,italian,,yes,08:00-00:00; Fr-Sa 08:00-01:00,,,,,yes,separated,,,,
3536179577,21.4099065,41.9953743,Носталгија,,,,,,wlan,38923060708,,,,,,,Митрополит Теодосиј Гологанов
3599403566,21.4020366,41.9979148,Кај Маршалот,regional,,,,,,,,,outside,,,,Прашка
3647039848,21.733628,42.1208566,Exclusive,,,,,,,,,,,,,,
3647048030,21.7448727,42.1214792,Тераца,,,,,,,,,,,,,,
3648714485,21.4063144,42.0062651,Барбакан,,,,08:00-01:00,Cкoпje,,,,yes,,,,,Булевар 8-ми Септември
3664638120,22.3171977,41.6245987,Пилав Тепе,,,,,,,,,,,,,,
3671888433,20.8820185,42.0113442,Конак,,,,,,,,,,,,,,
3695356159,22.775975,41.9670002,Ресторан Либеро,regional,,,,Делчево,,,,,outside,,,,Н. Ј. Вапцаров
3696549082,22.7727421,41.9665628,Антика,,,,,,,,,,,,,,
3696549083,22.7743723,41.9671309,Кај Бубето,,,,,Делчево,,,,,,,,,Н. Ј. Вапцаров
3696549088,22.7714652,41.9655104,Пицерија Палма,pizza,,,,Делчево,wlan,,,,,,,,Маршал Тито
3696549089,22.7756155,41.9667157,Панорама,pizza,,,,Делчево,,,,,,,,,Н. Ј. Вапцаров
3696549091,22.7729809,41.9663111,Пицерија Iceberg,,,,,,,,,,,,,,
3696549092,22.7732345,41.9664629,Вигор,,,,,,,,,,,,,,
3699318356,22.772658,41.9641901,Ресторан Трла,,,,,,,,,,,,,,
3699318369,22.7736839,41.963414,Gostilnica Zvon-Trejd,,,,,,wlan,,,,,,,,
3707090923,21.4170693,41.997226,Еснаф кај даре,regional,,,,,,,,,,,,,
3751301960,21.4591155,41.9191256,Ресторан Бела,regional,,,,,,,,,,,,,
3784770415,22.6153456,41.5162501,ЈаворШпед,,,,,,,,,,,,,,
3786106943,22.2451062,41.6337365,Рибник,,,,,,,,,,,,,,
3822688281,21.2166228,41.5068787,Кај Чоме,,,,,,,,,,,,,,
3826400404,20.801555,41.1119481,Ривиера,,,,,,,,,,,,,,
3826400416,20.8039749,41.1104511,Ла Бела,,,,,,,,,,,,,,
3826400434,20.8052329,41.109536,Royal View,,,,,,,,,,,,,,
3830455732,21.4725098,41.9824716,Pizza Amica,,,,,,,,,,,,,,
3832475135,21.4427246,41.9922973,Лезет,,,,,,,,,,,,,,
3832475147,21.4422139,41.9922032,Кај Злате,,,,,,,,,,,,,,
3832555934,21.2494143,41.545315,Меана Дедо Илија,,,,,,,,,,,,,,
3909066219,21.4010837,42.0084895,бед бунар,,,,,,,,,,,,,,
3921774262,20.8866832,42.0138371,casa leone,italian,,,,,,,,,,,,,
3930911802,20.9750309,42.0077518,Restaurant Sirena,pizza,,,07:00- 24:00,Tetovo,,+389 44 335 701,,,isolated,,,,Маршал Тито
3932033588,21.4037096,42.0818924,Ribimiluss,pizza,,,,,,,,,,,,,
3951819586,21.4093282,41.9748528,бимекс,regional,,limited,9:00-24:00,,yes,,,,no,,,,
4004645106,21.4301301,41.9957324,Пекинг Гарден,chinese,www.pekinggarden.mk,,Mo-Sa 11:00-24:00; Su 12:00-23:00,Cкoпje,,+389 2 3221173,reservation@pekinggarden.mk,,,,,,Максим Горки
4016557277,21.4667276,41.9856123,Campione lounge Bar,italian,,,Mo-Su 08:00-01:00,Skopje,,+389 70 250 261,,,,,,,Boulevard Jane Sandanski
4016557278,21.4661426,41.9859376,DejaVu Lounge,french,,,Mo-Su 08:00-01:00,Skopje,,,,,,,,,Boulevard Jane Sandanski
4101107990,21.4365756,41.9871974,Makedonska sofra,,,,Mo-Sa 08:00-01:00,,wlan,38978929010,,,,,,,Јужен Булевар
4110147399,21.4448873,42.1382444,Етно кујна Вила Елена,balkan,,,,,,,,,,,,,
4126731965,21.434577,41.9973163,Sky ресторанот,international,,,,,,,,,,,,,
4149490289,21.4300742,41.9933026,Amigos Мексиканска Кантина,mexican,http://www.amigos.com.mk/,yes,Mo-Th 08:00-24:00  Fr Sa 08:00-01:00  Su 10:00-24:00,Скопје,,+389 71 230314,info@amigos.com.mk,yes,outside,,,,Македонија
4154573189,20.9614188,41.9995695,Era,burger;sandwich;breakfast;ice_cream;tea;cake;coffee_shop;pasta;pizza;diner,,,Mo-Su 09:00-00:00,,wlan,,,,,,,,
4154574089,20.961125,41.9976539,Restaurant Boss,burger;sandwich;ice_cream;grill;cake;coffee_shop;pasta;greek;balkan;pancake;pizza;fish_and_chips;diner;italian_pizza;fish;hot_dog;breakfast;tea;italian,,,24/7,,wlan,,,,,,,,
4190335990,20.9734955,41.8453568,Restaurant Oaza,,,,,,,,,,,,,,
4195733217,21.4338587,41.9955972,Соул кичен,international,,,,Cкoпje,,,,yes,outside,,,,Кеј 13 Ноември
4239053639,21.4307185,42.0229923,Beta,,,,,,,,,,,,,,
4247199848,22.1911884,41.7375454,Classic Restaurant,sandwich;balkan;breakfast;pizza;kebab;local;pasta;coffee_shop;ice_cream,,,Mo-Su 07:00-00:00,,wlan,,,,,,,,
4252577296,20.5959852,41.2357204,Via Ignatia,,,,,,,,,,,,,,
4253086993,20.8011081,41.1166205,Dr. Falafel,,,,Mo-Sa 09:30-22:30  Su 16:00-23:00,,,+389 77 897 167,,,,,,,7 Ноември
4253210327,21.4212497,41.9495659,Мулино Гарден,,,,,,,,,,,,,,
4267161773,20.9894268,42.0041795,Restaurant Emporium,,,,Mo-Th 08:00-24:00  Fr-Sa 08:00-01:00  Su 08:00-24:00,,,+389 78 388 265,,,,,,,
4267660935,20.989468,42.0042478,Fontana Grill,steak_house,,,Mo-Su 08:00-24:00,,,+389 70 664 471,,,,,,,
4270352289,21.7206493,42.1320465,Restoran Prado,burger;sandwich;regional;international;grill;coffee_shop;pasta;balkan;pancake;pizza;fish_and_chips;diner;chicken;italian_pizza;fish;seafood;mediterranean;italian;fine_dining,https://m.facebook.com/prado.kumanovo/,,Mo-Th 08:00-24:00; Fr-Sa 08:00-01:00; Su 10:00-24:00,,wlan,38931430100,,,,,,,Св. Кирил и Методиј
4275843195,21.4160063,41.9969599,Лавче,,,,,,,,,,,,,,
4283863605,20.7972577,41.1124024,Ресторан Антико,,,,,,,,,,,,,,
4292369647,21.6186125,41.9371686,Kaj Dzek,chicken;kebab;grill;local;balkan,,,,,wlan,,,,,,,,
4302211290,21.4002154,42.0030463,Бабе,fish,,,,,,,,,,,,,
4315772629,21.34668,41.0130595,Vavilon,,,,,,,,,,,,,,
4318054807,22.6366903,41.231591,Elita,fish,,,,,,,,,,,,,
4318400296,21.4655483,41.9915744,Златна вилушка,,,,,,,,,,,,,,Булевар АСНОМ
4327921318,21.3986642,42.0034137,Thong Thai,thai,,,Sa-Su 10:00-01:00,,,38971661234,,,outside,,,,
4346542839,21.4301208,41.9927317,"Lounge Bar & Restaurant ""Square 21""",,,,,,wlan,,,,,,,,
4347356991,22.8581787,41.7058839,Чардак,balkan,http://www.cardak.mk,,,,wlan,38978465474,info@cardak.mk,,,,,,Страшо Пинџур
4355675606,21.4826074,41.9788465,Ресторан Златник,,,,,,,,,,,,,,
4356193798,22.1966748,41.7388546,Кебапчилница Тасе,,,,,,,,,,,,,,
4360781689,22.1922397,41.7382087,Рома,,,,,,,,,,,,,,
4375878893,20.9746292,42.0073877,11,,,,,,wlan,,,,,,,,
4376827005,20.804929,41.0035617,Бане 2,,,,,,,,,,,,,,
4380494182,21.552257,41.3431784,Стојче-Метропол,,,,,,,,,,,,,,
4405634704,20.7573957,41.7018616,Ресторан Мал Одмор,,,,,,,,,,,,,,
4406532855,21.3679919,41.9953546,Вила Веранда,local,,,,,,,,,outside,,,,
4407370494,21.4520843,41.9883207,еквестријан,,,,,,wlan,,,,,,,,
4408677899,20.756666,41.7014251,Кај Тетка Вики,,,,,,,,,,,,,,
4422047259,21.0067043,41.1085785,Етно Куќа,,,,,,,,,,,,,,
4429141992,20.7986796,41.1168867,Brioni 2008,,,,,,,,,,,,,,
4429142391,20.7985841,41.1169309,Exclusive Art Cuisine,,,,,,,,,,,,,,
4430465598,20.971466,42.008963,КУБИКС - Студио за Анимација,,http://www.kub-x.com/,limited,24/7,Tetovo,no,,,,,,,,Ilindenska
4436518191,21.4362461,41.9996618,Kaj Serdarot,,,,,,,,,,,,,,
4436534289,21.436081,41.9996701,Destan,,,,,,,,,,,,,,
4436534489,21.4355402,41.9994953,Австриска палта,,,,,,,,,,,,,,
4448736389,22.6433683,41.4433529,Чамовски,,,,,,,,,,,,,,
4457471314,21.5888229,41.9864102,Royal Food Zlate,,,,,,,,,,,,,,
4459578969,21.4355402,41.9949989,Амика,international,,,,Cкoпje,,,,,,,,,Кеј 13 Ноември
4471884330,21.427293,42.0059792,Four,international;italian;fish,,,,,wlan,,,yes,outside,,,,
4481662566,21.4335119,41.995703,Дион,italian,,,,,,,,,,,,,
4489456010,20.607177,41.6226607,House of Miyaks Ethno Restaurant,regional;coffee_shop;sandwich;ice_cream;international;turkish;steak_house,http://kukjanamijacite.mk,yes,Mo-Su 09:00-21:00,Mavrovo and Rostushe,wlan,+389 070 378 333,contact@kukjanamijacite.mk,yes,isolated,,,,
4491144570,21.3936186,42.0045887,Срна,regional,,,,,,,,,outside,,,,Никола Русински
4502450789,20.9272881,41.9444009,Restoran Elita,,,,,,,,,,,,,,101
4502463695,20.9398801,41.976507,Nes Komerc,,,,,,,,,,,,,,
4502469595,20.929929,41.9485098,Niki,,,,,,,,,,,,,,
4530818689,22.90042,41.3709709,Ресторан АтлантиС Смоларски Водопат,fish;barbecue;local;grill,http://www.atlantis.mk,,Mo-Su 10:00-22:00,,wlan,38978314212,manager@atlantis.com.mk,,,,,,Smolare
4531682389,21.4021635,41.9959806,Македонска куќа,burger;regional;ice_cream;grill;crepe;coffee_shop;balkan;pancake;chicken;diner;fish;breakfast;tea;sausage;local;fine_dining;kebab;barbecue,http://www.makedonskakuka.com,,Mo-Su 08:00-00:00,,wlan,38923296415,contact@makedonskakuka.com,,,,,,Митрополит Теодосиј Гологанов
4532522589,20.5226109,41.5101027,Drilon,,,,24/7,,wlan,,,,,,,,rruga Liqenit
4552084306,21.4648097,42.0030521,Кај Тоше на Ќоше,regional,,,,,,,,,,,,,
4587348695,21.0514706,42.0755301,Ресторан Цуцла,,,,,,,,,,,,,,
4594264491,21.0512358,42.072656,Ресторан Трио,,,,,,,,,,,,,,
4602841983,22.3355793,42.2027771,Restaurant Osogovec,regional,,,,Kriva Palanka,,,,terrace,isolated,,,,Marshal Tito
4614149399,20.8375411,41.765046,Бурими Тре,,,,,,,,,,,,,,
4614149418,20.8363637,41.7653321,Панорама,,,,,,,,,,,,,,
4642412989,20.9144193,40.9390733,Beach Bar Mystic,,,,,,,,,,,,,,
4650542892,21.5078989,41.9932328,Гостилница Софра,,,,,,,,,,,,,,Париска Комуна
4650625589,21.5099084,41.9951884,Пицерија Кремисимо,,,,,,,,,,,,,,
4683222726,22.8186239,41.9752689,Рибник Воденица,seafood,,,08:00 - 00:00,Delchevo,,,,yes,outside,,,,Road Route A3
4718381271,22.4988477,41.1373679,Restoran Sarisa,regional,,,,Гевгелија,,+389 78717607,,,,,,,Маршал Тито
4720703993,21.4600445,41.9978436,Dojrana Skopje,,,,,,,,,,,,,,
4740748226,21.6126147,41.9953625,Конак Јазбиње,,,,,,,,,,,,,,
4741046037,22.3598489,42.19038,Vodenicata 3,,,,,,,,,,,,,,
4746796221,20.5266276,41.5215391,Ресторан Грамоз,fish;burger;sandwich;breakfast;ice_cream;grill;cake;steak_house;pasta;balkan;diner;barbecue,,,Mo-Su 08:00-11:00,,wlan,38970241533,ilirxhara@msn.com,,,,,,Velko Vlahoviq bb Debar
